imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
21481,465795.904366,5248049.175825,485.931650,92.746748,48.039215,0.175954,465795.994703,5248042.340433,479.924988, 
21511,465796.391195,5248049.884516,485.945642,92.734729,48.348750,0.245588,465796.522159,5248043.482077,481.243011, 
21541,465796.833823,5248050.609388,485.994214,92.830860,49.298884,0.048422,465797.292895,5248044.922377,482.584991, 
21571,465797.284597,5248051.379146,486.091679,92.725565,48.336279,0.289842,465798.407589,5248045.804988,483.898010, 
21601,465797.754671,5248052.169128,486.107816,92.808602,48.448480,0.121641,465799.152757,5248046.745320,483.942993, 
21631,465798.326013,5248052.749739,485.783770,93.076170,48.430630,0.114889,465799.716017,5248047.553344,483.893005, 
21661,465798.833014,5248052.919728,485.749200,93.308095,49.023501,-0.016420,465800.194245,5248048.017336,484.016998, 
21691,465799.519300,5248053.017463,485.817057,93.290068,47.789968,0.006819,465800.561204,5248048.815390,485.127014, 
21721,465800.187890,5248053.093854,485.796064,93.351959,49.079299,-0.219638,465801.200187,5248049.667428,485.506012, 
21751,465800.709339,5248053.172727,485.741118,93.420221,49.694388,-0.436487,465801.636037,5248050.631787,485.100006, 
21781,465801.243831,5248053.275672,485.694369,93.577802,48.337915,-0.301223,465802.317729,5248051.039028,485.097992, 
21811,465801.873560,5248053.350659,485.649546,93.587349,48.324584,-0.327393,465802.929609,5248051.124378,484.437988, 
21841,465802.501875,5248053.409109,485.653084,93.773976,48.931563,-0.541455,465803.624582,5248051.220358,484.842010, 
21871,465803.129979,5248053.475861,485.624178,93.875472,47.785043,-0.495355,465804.432004,5248051.182315,485.634003, 
21901,465803.812076,5248053.413796,485.483842,93.994564,48.795163,-0.718019,465804.907838,5248051.235117,486.221008, 
21931,465804.505574,5248053.383123,485.384285,94.124027,48.758781,-0.781820,465805.195167,5248051.322354,486.080994, 
21961,465805.199735,5248053.395994,485.382080,94.214457,49.055441,-0.879632,465806.003807,5248051.495469,486.460999, 
21991,465805.860573,5248053.476504,485.536746,94.195886,49.058109,-0.883545,465806.766975,5248051.635506,486.746002, 
22021,465806.464609,5248053.691146,485.588764,94.174383,49.211549,-0.831008,465807.226669,5248051.510580,486.074005, 
22051,465806.808243,5248054.016345,485.544747,94.066273,50.318351,-0.962789,465807.860884,5248051.540231,485.903015, 
22081,465807.090356,5248054.533901,485.428361,94.155051,50.576468,-1.119150,465808.414916,5248052.059353,485.773987, 
22111,465807.534136,5248055.077382,485.408043,94.095348,47.700551,-0.860196,465808.791909,5248051.990477,484.295013, 
22141,465808.101164,5248055.500562,485.426059,94.271076,48.621574,-1.108653,465809.266380,5248051.809896,483.648987, 
22171,465808.652477,5248055.913969,485.445390,94.299157,48.530349,-1.103474,465809.767247,5248052.273759,483.446014, 
22201,465809.079952,5248056.389850,485.444354,94.098504,48.284581,-0.997159,465810.426037,5248052.636679,484.604004, 
22231,465809.366961,5248056.810308,485.318665,94.240268,49.981805,-1.344151,465810.507906,5248052.436155,484.235992, 
22261,465809.778062,5248057.326731,485.273256,94.329594,49.528111,-1.410600,465810.504035,5248053.069661,483.483002, 
22291,465810.279381,5248057.873695,485.278313,94.415772,49.905851,-1.563973,465811.051999,5248053.844434,483.218994, 
22321,465810.834344,5248058.525414,485.403201,94.242600,50.014296,-1.521887,465811.531119,5248054.464016,482.841003, 
22351,465811.346409,5248059.176315,485.513347,94.299411,49.941125,-1.439250,465812.124119,5248055.194072,483.290985, 
22381,465811.746412,5248059.742089,485.568435,94.332164,49.461591,-1.318579,465812.679694,5248055.979915,482.783997, 
22411,465812.082643,5248060.256858,485.499485,94.376725,47.917642,-1.107351,465813.091217,5248056.655459,482.351990, 
22441,465812.359915,5248060.641141,485.356809,94.444682,49.661570,-1.345551,465813.472031,5248057.242271,482.348999, 
22471,465812.679311,5248061.126100,485.231752,94.520768,49.385984,-1.454847,465813.877751,5248058.217920,482.235992, 
22501,465813.076100,5248061.653813,485.076793,94.772612,50.797778,-1.813830,465814.244949,5248059.060427,482.411011, 
22531,465813.562879,5248062.204426,485.060689,94.720953,49.846943,-1.653065,465814.679500,5248059.802518,482.183014, 
22561,465814.157171,5248062.728920,485.171255,94.862880,50.244414,-1.897619,465814.856339,5248060.357179,481.973999, 
22591,465814.901993,5248063.210607,485.252045,94.925762,47.699169,-1.609640,465815.235733,5248060.699496,482.367004, 
22621,465815.686379,5248063.610705,485.223248,94.984797,47.933441,-1.711979,465815.562482,5248061.075464,482.425995, 
22651,465816.328751,5248063.993089,485.053878,94.815706,47.409016,-1.499792,465816.169013,5248061.538711,482.716003, 
22681,465816.808626,5248064.371638,484.933598,94.740840,47.811841,-1.566216,465816.737361,5248061.924387,482.940002, 
22711,465817.380623,5248064.828954,484.914927,94.752223,48.642277,-1.821714,465817.395564,5248062.187286,483.597992, 
22741,465818.163204,5248065.352006,484.991969,94.508529,48.263232,-1.705404,465818.316129,5248062.137476,484.794006, 
22771,465819.003203,5248065.800211,485.017504,94.420885,48.914097,-1.766282,465819.225277,5248062.721215,484.994995, 
22801,465819.760162,5248066.398334,485.056731,94.438814,49.402987,-1.805408,465819.989545,5248063.050183,485.040009, 
22831,465820.422028,5248067.087840,485.162581,94.389864,50.015615,-1.848663,465820.421897,5248063.414420,485.175995, 
22861,465821.093142,5248067.720436,485.171997,94.385541,50.195685,-1.797568,465821.042879,5248063.766449,485.643005, 
22891,465821.727411,5248068.211187,485.102392,94.390857,49.991094,-1.751742,465821.783723,5248063.962188,485.938995, 
22921,465822.247434,5248068.640580,485.042067,94.562895,50.751558,-1.909701,465822.608885,5248064.379709,486.063995, 
22951,465822.870639,5248069.027915,485.056749,94.541645,50.056309,-1.805728,465823.328567,5248064.831186,486.110992, 
22981,465822.897251,5248068.162147,486.414624,90.239114,45.625469,4.249901,465826.975420,5248071.522674,486.414001, 
23011,465823.410760,5248068.575919,486.435636,90.225426,46.144616,4.196370,465827.829790,5248071.773321,486.109985, 
23041,465824.020139,5248069.096290,486.472342,90.221638,47.149214,4.008880,465828.390140,5248072.081247,485.757996, 
23071,465824.819117,5248069.544285,486.490861,90.283169,46.288797,3.909692,465828.971765,5248072.155660,485.240997, 
23101,465825.566240,5248069.812108,486.476415,90.132605,49.239593,3.902985,465829.908397,5248072.272466,485.592010, 
23131,465826.270033,5248070.061794,486.521183,89.500632,57.436068,3.831201,465830.371263,5248072.692096,485.471985, 
23161,465826.977050,5248070.352785,486.481933,89.476811,58.614335,3.824432,465830.835616,5248073.367333,485.917999, 
23191,465827.667517,5248070.585529,486.373561,89.693907,58.470930,3.743907,465831.421515,5248074.175228,485.889008, 
23221,465828.254780,5248070.717510,486.118724,89.550406,57.940288,3.934451,465831.726197,5248074.651347,486.046997, 
23251,465828.741509,5248070.940747,485.852346,89.289931,58.901766,4.062295,465832.430727,5248075.091801,485.868011, 
23281,465829.222329,5248071.375605,485.790534,89.155515,59.569835,4.121662,465833.376057,5248075.408602,485.644012, 
23311,465829.761986,5248071.923955,485.866127,89.202571,59.494050,4.023022,465833.950985,5248075.627535,485.212982, 
23341,465830.229925,5248072.503225,486.023745,88.530061,66.160246,4.200870,465834.350693,5248075.569641,485.119995, 
23371,465830.754973,5248073.035762,486.034138,88.371708,69.951785,4.245709,465834.880893,5248075.888858,485.054993, 
23401,465831.550229,5248073.489097,485.993915,88.870862,70.782961,3.908814,465835.108427,5248076.076468,484.464996, 
23431,465832.417787,5248073.870652,485.832346,88.593054,71.066500,4.109023,465835.571939,5248076.607234,483.829987, 
23461,465833.067407,5248074.212967,485.566127,88.386979,70.762746,4.541563,465835.799986,5248076.883751,483.317993, 
23491,465833.517388,5248074.471849,485.320718,88.057296,71.038766,5.136052,465835.716444,5248076.795326,483.377991, 
23521,465833.852012,5248074.728788,485.191719,87.039147,71.320356,6.224461,465835.708841,5248076.784257,484.614990, 
23551,465834.025141,5248075.175917,485.042813,85.537427,71.734424,7.265256,465835.396535,5248076.297067,487.632996, 
23581,465834.169655,5248075.571437,484.848634,84.611014,71.594474,8.035165,465833.694535,5248074.362058,490.713013, 
23611,465834.246787,5248076.020101,484.703138,84.743804,72.296948,8.369776,465832.951174,5248073.732900,492.076996, 
23641,465834.269495,5248076.365962,484.728666,84.282304,72.840028,8.774310,465832.658108,5248073.956878,492.523010, 
23671,465834.166000,5248076.717913,484.813463,84.962742,72.403219,8.507512,465832.242980,5248073.959292,492.785004, 
23701,465834.007869,5248076.875224,484.977467,85.300555,73.192006,8.420465,465831.986490,5248073.983010,492.535004, 
23731,465833.616913,5248076.875368,485.076656,85.683363,72.306594,8.447391,465832.079841,5248074.460361,492.924988, 
23761,465833.126764,5248076.892337,485.056874,85.054125,72.527653,8.493295,465831.157773,5248072.954252,495.979004, 
23791,465832.724704,5248076.901578,485.012261,85.516739,72.313568,8.014802,465829.514286,5248070.696607,500.640015, 
23821,465832.415610,5248076.973661,484.988537,86.259572,72.548993,7.472519,465829.469517,5248070.785777,500.522003, 
23851,465832.263652,5248077.022716,485.066954,87.294962,73.494455,6.511835,465829.358686,5248071.197630,500.522003, 
23881,465832.308743,5248077.208990,485.229574,88.287240,74.292364,5.718223,465829.270832,5248071.664916,499.960999, 
23911,465832.566447,5248077.444112,485.376252,87.907526,76.182826,5.870289,465829.357089,5248072.220103,499.250000, 
23941,465832.806081,5248077.588685,485.408963,87.668024,78.725653,6.109100,465829.534112,5248072.808103,498.622009, 
23971,465832.975070,5248077.685374,485.362105,84.006951,83.203349,9.461708,465829.999568,5248073.672266,497.451996, 
24001,465833.033089,5248077.778697,485.155542,70.502842,86.806375,22.587599,465830.472765,5248074.569727,497.496002, 
24031,465833.087997,5248077.928957,484.959351,79.127549,87.659287,14.560587,465830.743586,5248075.712867,497.533997, 
24061,465833.157478,5248078.154519,484.845199,112.463294,88.136586,-18.926652,465830.960473,5248076.667387,497.924988, 
24091,465833.184265,5248078.447914,484.838562,117.959846,88.679948,-24.324845,465831.169361,5248077.544157,497.730988, 
24121,465833.192184,5248078.891900,484.810473,-93.615446,84.896652,-173.212530,465831.233887,5248078.255061,496.804993, 
24151,465833.187880,5248079.382284,484.782673,-91.201386,78.254136,-175.913994,465830.918306,5248078.501399,496.101013, 
24181,465833.142551,5248079.934344,484.865068,-91.278665,76.970004,-175.665171,465831.218674,5248079.533230,496.048004, 
24211,465833.089112,5248080.499430,485.084480,-90.580880,76.588544,-176.309577,465831.236938,5248080.077696,495.204987, 
24241,465832.936995,5248081.002468,485.283178,-90.734471,76.393398,-176.102411,465831.025606,5248080.078925,493.841003, 
24271,465832.732986,5248081.450157,485.316435,-90.830790,76.646618,-175.780261,465831.045212,5248080.856773,493.510010, 
24301,465832.589379,5248081.905532,485.283592,-91.564075,76.569145,-174.811112,465831.011941,5248081.623814,492.865997, 
24331,465832.635960,5248082.350146,485.180712,-92.103503,76.980611,-173.996766,465831.281801,5248082.600254,492.463989, 
24361,465832.630490,5248082.815137,484.976255,-91.012094,76.335903,-175.149019,465832.423970,5248084.316241,491.039001, 
24391,465832.534805,5248083.308681,484.767337,-91.339949,76.365747,-174.702362,465833.118822,5248085.690302,489.343994, 
24421,465832.406869,5248083.811339,484.718935,-91.575946,75.705937,-174.359250,465833.281526,5248086.411751,489.437988, 
24451,465832.259735,5248084.268435,484.877073,-91.418141,75.558207,-174.436971,465833.268755,5248086.811920,488.541992, 
24481,465832.255221,5248084.695017,485.035733,-91.728925,75.201452,-174.082933,465833.166516,5248087.401541,487.390991, 
24511,465832.412564,5248085.000604,485.222755,-91.174232,72.320267,-174.804683,465832.652176,5248087.215599,486.394012, 
24541,465832.409077,5248085.402393,485.188696,-90.367347,67.785663,-175.870349,465832.511667,5248087.716534,485.885010, 
24571,465832.354266,5248085.796140,485.132561,-90.549228,67.762523,-175.576257,465832.360607,5248088.995492,487.194000, 
24601,465832.241155,5248086.297730,485.029024,-89.596407,67.380776,-176.705822,465832.070185,5248089.675118,487.506012, 
24631,465832.101394,5248086.750772,484.867702,-89.578893,67.106657,-176.607531,465831.877175,5248090.231927,487.481995, 
24661,465831.869324,5248087.131700,484.785304,-89.933010,67.134001,-176.141321,465831.371220,5248090.190415,487.855988, 
24691,465831.609302,5248087.381311,484.840619,-89.408999,67.125510,-176.768733,465830.782762,5248090.238291,487.841003, 
24721,465831.246395,5248087.604555,484.882491,-89.245366,66.508647,-176.751113,465830.505428,5248090.573314,487.381012, 
24751,465830.745025,5248087.818704,484.759594,-88.667243,67.209120,-177.788805,465830.343520,5248091.285537,487.307007, 
24781,465830.275994,5248087.941569,484.629588,-90.935825,66.408574,-174.859987,465830.057607,5248091.442792,486.766998, 
24811,465829.797672,5248087.852772,484.711464,-90.490366,65.889784,-175.145137,465829.795509,5248091.799956,486.864990, 
24841,465829.114529,5248087.923223,484.646774,-90.438347,66.288266,-175.404771,465829.205300,5248091.547770,487.303009, 
24871,465828.592054,5248088.129921,484.381422,-90.314686,65.525567,-175.644183,465828.493557,5248091.162930,488.704010, 
24901,465828.167853,5248088.422864,484.127239,-90.164613,65.221369,-175.815843,465828.160619,5248091.020388,489.309998, 
24931,465827.862796,5248088.827257,484.034218,-90.174205,65.548725,-175.893430,465827.834646,5248090.777781,489.088989, 
24961,465827.611478,5248089.235654,484.050746,-89.875302,65.312737,-176.269120,465827.841679,5248090.688830,489.006989, 
24991,465827.383817,5248089.457411,484.320129,-90.015767,65.488605,-176.057497,465827.650195,5248090.212053,489.000000, 
25021,465827.179185,5248089.503303,484.705866,-90.088463,64.944909,-176.064742,465827.505697,5248090.023960,488.799988, 
25051,465826.922424,5248089.546952,484.981387,-90.055020,65.106341,-176.031615,465827.430414,5248090.057739,488.384003, 
25081,465826.785050,5248089.572302,485.143869,-90.603744,65.821048,-175.426017,465827.324876,5248090.080580,487.130005, 
25111,465826.766884,5248089.706317,485.189752,-90.650351,65.370070,-175.513517,465827.289143,5248090.425314,486.666992, 
25141,465826.855563,5248089.756955,485.110832,-91.027980,64.992869,-175.113932,465827.200049,5248090.681446,486.170990, 
25171,465826.748894,5248089.904047,484.816643,-91.051214,64.950178,-175.255676,465826.952404,5248090.927388,486.076996, 
25201,465826.650405,5248090.063793,484.469886,-90.772545,65.070100,-175.638559,465826.669149,5248091.540294,486.330994, 
25231,465826.515651,5248090.386997,484.197231,-90.945105,65.340521,-175.480811,465826.284668,5248091.620325,485.739990, 
25261,465826.439070,5248090.758403,484.135728,-91.001133,64.075271,-175.523398,465826.076368,5248092.143882,485.424988, 
25291,465826.257075,5248091.188858,484.183107,-90.747788,63.915814,-175.863134,465825.740467,5248092.790432,485.125000, 
25321,465826.038079,5248091.634379,484.155174,-90.832105,64.367499,-175.690830,465825.729958,5248093.579567,485.192993, 
25351,465825.824121,5248092.078702,484.138297,-90.490158,64.075713,-176.193632,465825.522438,5248094.236487,485.830994, 
25381,465825.587972,5248092.573954,484.065331,-90.054767,63.492192,-176.760112,465825.277245,5248094.904736,485.674988, 
25411,465825.308673,5248093.069506,484.008034,-90.319548,64.291271,-176.479425,465825.106685,5248095.428074,485.657990, 
25441,465825.038919,5248093.718246,484.022627,-90.312628,63.885394,-176.500533,465824.746600,5248095.808035,485.739990, 
25471,465824.827982,5248094.367617,484.085413,-90.374563,63.064612,-176.502366,465824.221294,5248096.333436,485.812988, 
25501,465824.604630,5248094.915507,484.102983,-90.507700,63.278743,-176.447972,465823.853334,5248096.657874,485.378998, 
